,missing_network,school_network,inconsistent_network,notunique_network,missing_metadata
202,missing network code (OZ) added for station TPND!,,network code revised for JBD station from ME to OZ,SDAN station is linked to 2 network!,
203,missing network code (OZ) added for station TPND!,,network code revised for JBD station from ME to OZ,SDAN station is linked to 2 network!,
204,missing network code (OZ) added for station TPND!,,network code revised for JBD station from ME to OZ,SDAN station is linked to 2 network!,
205,missing network code (OZ) added for station TPND!,,network code revised for JBD station from ME to OZ,CA20 station is linked to 2 network!,
206,missing network code (OZ) added for station TPND!,,network code revised for JBD station from ME to OZ,CA20 station is linked to 2 network!,
207,missing network code (OZ) added for station TPND!,,network code revised for JBD station from ME to OZ,CA20 station is linked to 2 network!,
208,missing network code (OZ) added for station JENM!,,network code revised for APN station from ME to OZ,CA22 station is linked to 2 network!,
209,missing network code (OZ) added for station KORUM!,,network code revised for APN station from ME to OZ,CA22 station is linked to 2 network!,
210,missing network code (OZ) added for station TOMM!,,network code revised for APN station from ME to OZ,CA22 station is linked to 2 network!,
211,missing network code (OZ) added for station TOMM!,,network code revised for LBX station from ME to OZ,CA21 station is linked to 2 network!,
212,missing network code (OZ) added for station TOMM!,,network code revised for LBX station from ME to OZ,CA21 station is linked to 2 network!,
213,missing network code (OZ) added for station FSHM!,,network code revised for LBX station from ME to OZ,CA21 station is linked to 2 network!,
214,missing network code (OZ) added for station FSHM!,,network code revised for KAN station from ME to OZ,CA23 station is linked to 2 network!,
215,missing network code (OZ) added for station FSHM!,,network code revised for KAN station from ME to OZ,CA23 station is linked to 2 network!,
216,missing network code (OZ) added for station CDNM!,,network code revised for KAN station from ME to OZ,CA23 station is linked to 2 network!,
217,missing network code (OZ) added for station CDNM!,,network code revised for NAT station from ME to OZ,CA24 station is linked to 2 network!,
218,missing network code (OZ) added for station CDNM!,,network code revised for NAT station from ME to OZ,CA24 station is linked to 2 network!,
219,missing network code (OZ) added for station CDNM!,,network code revised for NAT station from ME to OZ,CA24 station is linked to 2 network!,
220,missing network code (OZ) added for station CDNM!,,network code revised for YER station from ME to OZ,CA26 station is linked to 2 network!,
221,missing network code (OZ) added for station CDNM!,,network code revised for YER station from ME to OZ,CA26 station is linked to 2 network!,
222,missing network code (AU) added for station TOO!,,network code revised for YER station from ME to OZ,CA26 station is linked to 2 network!,
223,missing network code (AU) added for station TOO!,,network code revised for YER station from ME to OZ,CA27 station is linked to 2 network!,
224,missing network code (AU) added for station TOO!,,network code revised for YER station from ME to OZ,CA27 station is linked to 2 network!,
225,missing network code (AU) added for station TOO!,,network code revised for YER station from ME to OZ,CA27 station is linked to 2 network!,
226,missing network code (AU) added for station TOO!,,network code revised for AVD station from ME to OZ,CA28 station is linked to 2 network!,
227,missing network code (AU) added for station TOO!,,network code revised for AVD station from ME to OZ,CA28 station is linked to 2 network!,
228,missing network code (OZ) added for station DROM!,,network code revised for AVD station from ME to OZ,CA28 station is linked to 2 network!,
229,missing network code (OZ) added for station DROM!,,network code revised for AVD station from ME to OZ,SDAN station is linked to 2 network!,
230,missing network code (OZ) added for station DROM!,,network code revised for AVD station from ME to OZ,SDAN station is linked to 2 network!,
231,missing network code (OZ) added for station DROM!,,network code revised for AVD station from ME to OZ,SDAN station is linked to 2 network!,
232,missing network code (OZ) added for station DROM!,,network code revised for FTZ station from ME to OZ,MRAT station is linked to 2 network!,
233,missing network code (OZ) added for station DROM!,,network code revised for FTZ station from ME to OZ,HML1 station is linked to 2 network!,
234,missing network code (VW) added for station S88U!,,network code revised for FTZ station from ME to OZ,UTT station is linked to 2 network!,
235,missing network code (VW) added for station S88U!,,network code revised for FTZ station from ME to OZ,STR2 station is linked to 2 network!,
236,missing network code (VW) added for station S88U!,,network code revised for FTZ station from ME to OZ,STR2 station is linked to 2 network!,
237,missing network code (VW) added for station S88U!,,network code revised for FTZ station from ME to OZ,STR2 station is linked to 2 network!,
238,missing network code (VW) added for station S88U!,,network code revised for BJE station from ME to OZ,PLMR station is linked to 2 network!,
239,missing network code (VW) added for station S88U!,,network code revised for BJE station from ME to OZ,PLMR station is linked to 2 network!,
240,missing network code (G) added for station CAN!,,network code revised for BJE station from ME to OZ,PLMR station is linked to 2 network!,
241,missing network code (G) added for station CAN!,,network code revised for TMA station from ME to OZ,SDAN station is linked to 2 network!,
242,missing network code (G) added for station CAN!,,network code revised for TMA station from ME to OZ,SDAN station is linked to 2 network!,
243,missing network code (AU) added for station MOO!,,network code revised for TMA station from ME to OZ,SDAN station is linked to 2 network!,
244,missing network code (AU) added for station MOO!,,network code revised for TOS station from ME to OZ,CAAN station is linked to 2 network!,
